VTX, IDX, POSITION.x, POSITION.y, POSITION.z, POSITION.w, NORMAL.x, NORMAL.y, NORMAL.z, NORMAL.w, TEXCOORD0.x, TEXCOORD0.y, TANGENT.x, TANGENT.y, TANGENT.z, TANGENT.w, BINORMAL.x, BINORMAL.y, BINORMAL.z, BINORMAL.w, TEXCOORD3.x, TEXCOORD3.y, TEXCOORD3.z, TEXCOORD3.w, TEXCOORD4.x, TEXCOORD4.y, TEXCOORD4.z, TEXCOORD4.w, TEXCOORD5.x, TEXCOORD5.y, TEXCOORD5.z, TEXCOORD5.w
71, 25,  0.15042,  0.99289,  0.13837,  0.0,  0.80784,  0.52941,  0.88627,  0.0,  0.79638,  0.13281,  0.94363,  0.00528, -0.33091,  1.0, -0.10575,  0.99271,  0.05744,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
72, 26,  0.50434,  0.84878,  0.01248,  0.0,  0.4902,  0.73333,  0.93725,  0.0,  0.81201,  0.13489,  0.93704, -0.00351,  0.3491,  1.0, -0.07767,  0.99686, -0.01425,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
73, 27,  0.49929,  0.99911,  0.01524,  0.0,  0.5098,  0.51373,  0.99608,  0.0,  0.81201,  0.13281,  0.94043,  0.0,  0.33992,  1.0, -0.10575,  0.99271,  0.05744,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
74, 28,  0.8508,  0.99911,  0.1431,  0.0,  0.16078,  0.47451,  0.86667,  0.0,  0.82763,  0.13281,  0.39061,  0.0,  0.92053,  1.0, -0.07767,  0.99686, -0.01425,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
75, 29,  0.8546,  0.8446,  0.1438,  0.0,  0.18431,  0.71765,  0.81569,  0.0,  0.82763,  0.13489,  0.38255,  0.00317,  0.92392,  1.0, -0.12467,  0.94989, -0.28663,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
76, 26,  0.50434,  0.84878,  0.01248,  0.0,  0.4902,  0.73333,  0.93725,  0.0,  0.81201,  0.13489,  0.93704, -0.00351,  0.3491,  1.0, -0.07767,  0.99686, -0.01425,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
77, 28,  0.8508,  0.99911,  0.1431,  0.0,  0.16078,  0.47451,  0.86667,  0.0,  0.82763,  0.13281,  0.39061,  0.0,  0.92053,  1.0, -0.07767,  0.99686, -0.01425,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
78, 29,  0.8546,  0.8446,  0.1438,  0.0,  0.18431,  0.71765,  0.81569,  0.0,  0.82763,  0.13489,  0.38255,  0.00317,  0.92392,  1.0, -0.12467,  0.94989, -0.28663,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
79, 28,  0.8508,  0.99911,  0.1431,  0.0,  0.16078,  0.47451,  0.86667,  0.0,  0.82763,  0.13281,  0.39061,  0.0,  0.92053,  1.0, -0.07767,  0.99686, -0.01425,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
80, 30,  0.98346,  0.99911,  0.45769,  0.0,  0.0,  0.46667,  0.54902,  0.0,  0.84179,  0.13281, -0.30717,  0.0,  0.95163,  1.0, -0.12467,  0.94989, -0.28663,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
81, 30,  0.98346,  0.99911,  0.45769,  0.0,  0.0,  0.46667,  0.54902,  0.0,  0.84179,  0.13281, -0.30717,  0.0,  0.95163,  1.0, -0.12467,  0.94989, -0.28663,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
82, 31,  0.9897,  0.84819,  0.47213,  0.0,  0.04706,  0.71373,  0.4902,  0.0,  0.84179,  0.13489, -0.3346,  0.00333,  0.94232,  1.0,  0.0159,  0.99924,  0.0351,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
83, 29,  0.8546,  0.8446,  0.1438,  0.0,  0.18431,  0.71765,  0.81569,  0.0,  0.82763,  0.13489,  0.38255,  0.00317,  0.92392,  1.0, -0.12467,  0.94989, -0.28663,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
84, 31,  0.9897,  0.84819,  0.47213,  0.0,  0.04706,  0.71373,  0.4902,  0.0,  0.84179,  0.13489, -0.3346,  0.00333,  0.94232,  1.0,  0.0159,  0.99924,  0.0351,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
85, 30,  0.98346,  0.99911,  0.45769,  0.0,  0.0,  0.46667,  0.54902,  0.0,  0.84179,  0.13281, -0.30717,  0.0,  0.95163,  1.0, -0.12467,  0.94989, -0.28663,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
86, 32,  0.85695,  0.99911,  0.85206,  0.0,  0.13725,  0.50196,  0.15294,  0.0,  0.85888,  0.13281, -0.92425,  0.0,  0.38173,  1.0,  0.0159,  0.99924,  0.0351,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
87, 33,  0.85621,  0.85241,  0.85043,  0.0,  0.18039,  0.72941,  0.19216,  0.0,  0.85888,  0.13489, -0.93078,  0.00601,  0.36549,  1.0,  0.31004,  0.94888,  0.0589,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
88, 31,  0.9897,  0.84819,  0.47213,  0.0,  0.04706,  0.71373,  0.4902,  0.0,  0.84179,  0.13489, -0.3346,  0.00333,  0.94232,  1.0,  0.0159,  0.99924,  0.0351,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
89, 32,  0.85695,  0.99911,  0.85206,  0.0,  0.13725,  0.50196,  0.15294,  0.0,  0.85888,  0.13281, -0.92425,  0.0,  0.38173,  1.0,  0.0159,  0.99924,  0.0351,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
90, 33,  0.85621,  0.85241,  0.85043,  0.0,  0.18039,  0.72941,  0.19216,  0.0,  0.85888,  0.13489, -0.93078,  0.00601,  0.36549,  1.0,  0.31004,  0.94888,  0.0589,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
91, 32,  0.85695,  0.99911,  0.85206,  0.0,  0.13725,  0.50196,  0.15294,  0.0,  0.85888,  0.13281, -0.92425,  0.0,  0.38173,  1.0,  0.0159,  0.99924,  0.0351,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
92, 34,  0.53816,  0.99911,  0.98456,  0.0,  0.4549,  0.55686,  0.00392,  0.0,  0.87109,  0.13281, -0.93078,  0.00601,  0.36549,  1.0,  0.31004,  0.94888,  0.0589,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
93, 35,  0.52375,  0.85924,  0.9818,  0.0,  0.51373,  0.75686,  0.07059,  0.0,  0.87109,  0.13489, -0.93078,  0.00601,  0.36549,  1.0,  0.31004,  0.94888,  0.0589,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
94, 33,  0.85621,  0.85241,  0.85043,  0.0,  0.18039,  0.72941,  0.19216,  0.0,  0.85888,  0.13489, -0.93078,  0.00601,  0.36549,  1.0,  0.31004,  0.94888,  0.0589,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
95, 34,  0.53816,  0.99911,  0.98456,  0.0,  0.4549,  0.55686,  0.00392,  0.0,  0.87109,  0.13281, -0.93078,  0.00601,  0.36549,  1.0,  0.31004,  0.94888,  0.0589,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
96, 38,  0.53816,  0.99911,  0.98456,  0.0,  0.49804,  0.99608,  0.4902,  0.0,  0.75341,  0.13281, -0.94632,  0.0, -0.32316,  1.0,  0.0799,  0.01791,  0.99661,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
97, 37,  0.53939,  1.0,  1.0,  0.0,  0.49804,  0.99608,  0.4902,  0.0,  0.75341,  0.13208, -0.94632,  0.0, -0.32316,  1.0, -0.70699,  0.01755,  0.70696,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
98, 36,  0.14788,  0.99911,  0.85043,  0.0,  0.50588,  0.99608,  0.4902,  0.0,  0.76562,  0.13281, -0.32594,  0.0, -0.94537,  1.0, -0.99609,  0.01932, -0.086,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
99, 36,  0.14788,  0.99911,  0.85043,  0.0,  0.50588,  0.99608,  0.4902,  0.0,  0.76562,  0.13281, -0.32594,  0.0, -0.94537,  1.0, -0.99609,  0.01932, -0.086,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
100, 37,  0.53939,  1.0,  1.0,  0.0,  0.49804,  0.99608,  0.4902,  0.0,  0.75341,  0.13208, -0.94632,  0.0, -0.32316,  1.0, -0.70699,  0.01755,  0.70696,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
101, 39,  0.13675,  1.0,  0.86163,  0.0,  0.50588,  0.99608,  0.4902,  0.0,  0.76562,  0.13208, -0.32353,  0.0, -0.9462,  1.0, -0.70699,  0.01755,  0.70696,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
102, 36,  0.14788,  0.99911,  0.85043,  0.0,  0.50588,  0.99608,  0.4902,  0.0,  0.76562,  0.13281, -0.32594,  0.0, -0.94537,  1.0, -0.99609,  0.01932, -0.086,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
103, 39,  0.13675,  1.0,  0.86163,  0.0,  0.50588,  0.99608,  0.4902,  0.0,  0.76562,  0.13208, -0.32353,  0.0, -0.9462,  1.0, -0.70699,  0.01755,  0.70696,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
104, 40,  0.0,  1.0,  0.45922,  0.0,  0.5098,  0.99608,  0.49804,  0.0,  0.78222,  0.13208,  0.39421, -0.00546, -0.91897,  1.0, -0.68947,  0.02026, -0.72399,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
105, 40,  0.0,  1.0,  0.45922,  0.0,  0.5098,  0.99608,  0.49804,  0.0,  0.78222,  0.13208,  0.39421, -0.00546, -0.91897,  1.0, -0.68947,  0.02026, -0.72399,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
106, 41,  0.01425,  0.99911,  0.46046,  0.0,  0.5098,  0.99608,  0.49804,  0.0,  0.78222,  0.13281,  0.39143, -0.00562, -0.92016,  1.0, -0.99609,  0.01932, -0.086,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
107, 36,  0.14788,  0.99911,  0.85043,  0.0,  0.50588,  0.99608,  0.4902,  0.0,  0.76562,  0.13281, -0.32594,  0.0, -0.94537,  1.0, -0.99609,  0.01932, -0.086,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
108, 40,  0.0,  1.0,  0.45922,  0.0,  0.5098,  0.99608,  0.49804,  0.0,  0.78222,  0.13208,  0.39421, -0.00546, -0.91897,  1.0, -0.68947,  0.02026, -0.72399,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
109, 42,  0.15042,  0.99289,  0.13837,  0.0,  0.50588,  0.99608,  0.50588,  0.0,  0.79638,  0.13281,  0.94363,  0.00528, -0.33091,  1.0,  0.0,  0.01825, -0.99982,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
110, 41,  0.01425,  0.99911,  0.46046,  0.0,  0.5098,  0.99608,  0.49804,  0.0,  0.78222,  0.13281,  0.39143, -0.00562, -0.92016,  1.0, -0.99609,  0.01932, -0.086,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
111, 43,  0.14101,  0.99377,  0.12842,  0.0,  0.50588,  0.99608,  0.50588,  0.0,  0.79638,  0.13208,  0.94198,  0.00513, -0.33555,  1.0, -0.68947,  0.02026, -0.72399,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
112, 42,  0.15042,  0.99289,  0.13837,  0.0,  0.50588,  0.99608,  0.50588,  0.0,  0.79638,  0.13281,  0.94363,  0.00528, -0.33091,  1.0,  0.0,  0.01825, -0.99982,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
113, 40,  0.0,  1.0,  0.45922,  0.0,  0.5098,  0.99608,  0.49804,  0.0,  0.78222,  0.13208,  0.39421, -0.00546, -0.91897,  1.0, -0.68947,  0.02026, -0.72399,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
114, 43,  0.14101,  0.99377,  0.12842,  0.0,  0.50588,  0.99608,  0.50588,  0.0,  0.79638,  0.13208,  0.94198,  0.00513, -0.33555,  1.0, -0.68947,  0.02026, -0.72399,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
115, 44,  0.49929,  1.0,  0.0,  0.0,  0.49804,  0.99608,  0.5098,  0.0,  0.81201,  0.13208,  0.94043,  0.0,  0.33992,  1.0,  0.70702,  0.01755, -0.70696,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
116, 42,  0.15042,  0.99289,  0.13837,  0.0,  0.50588,  0.99608,  0.50588,  0.0,  0.79638,  0.13281,  0.94363,  0.00528, -0.33091,  1.0,  0.0,  0.01825, -0.99982,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
117, 45,  0.49929,  0.99911,  0.01524,  0.0,  0.49804,  0.99608,  0.5098,  0.0,  0.81201,  0.13281,  0.94043,  0.0,  0.33992,  1.0,  0.0,  0.01825, -0.99982,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
118, 42,  0.15042,  0.99289,  0.13837,  0.0,  0.50588,  0.99608,  0.50588,  0.0,  0.79638,  0.13281,  0.94363,  0.00528, -0.33091,  1.0,  0.0,  0.01825, -0.99982,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
119, 44,  0.49929,  1.0,  0.0,  0.0,  0.49804,  0.99608,  0.5098,  0.0,  0.81201,  0.13208,  0.94043,  0.0,  0.33992,  1.0,  0.70702,  0.01755, -0.70696,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
120, 44,  0.49929,  1.0,  0.0,  0.0,  0.49804,  0.99608,  0.5098,  0.0,  0.81201,  0.13208,  0.94043,  0.0,  0.33992,  1.0,  0.70702,  0.01755, -0.70696,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
121, 46,  0.8508,  0.99911,  0.1431,  0.0,  0.4902,  0.99608,  0.50588,  0.0,  0.82763,  0.13281,  0.39061,  0.0,  0.92053,  1.0,  0.99661,  0.01794, -0.07993,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
122, 45,  0.49929,  0.99911,  0.01524,  0.0,  0.49804,  0.99608,  0.5098,  0.0,  0.81201,  0.13281,  0.94043,  0.0,  0.33992,  1.0,  0.0,  0.01825, -0.99982,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
123, 46,  0.8508,  0.99911,  0.1431,  0.0,  0.4902,  0.99608,  0.50588,  0.0,  0.82763,  0.13281,  0.39061,  0.0,  0.92053,  1.0,  0.99661,  0.01794, -0.07993,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
124, 44,  0.49929,  1.0,  0.0,  0.0,  0.49804,  0.99608,  0.5098,  0.0,  0.81201,  0.13208,  0.94043,  0.0,  0.33992,  1.0,  0.70702,  0.01755, -0.70696,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
125, 47,  0.86194,  1.0,  0.13191,  0.0,  0.4902,  0.99608,  0.50588,  0.0,  0.82763,  0.13208,  0.39064,  0.0,  0.92053,  1.0,  0.70702,  0.01755, -0.70696,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
126, 46,  0.8508,  0.99911,  0.1431,  0.0,  0.4902,  0.99608,  0.50588,  0.0,  0.82763,  0.13281,  0.39061,  0.0,  0.92053,  1.0,  0.99661,  0.01794, -0.07993,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
127, 47,  0.86194,  1.0,  0.13191,  0.0,  0.4902,  0.99608,  0.50588,  0.0,  0.82763,  0.13208,  0.39064,  0.0,  0.92053,  1.0,  0.70702,  0.01755, -0.70696,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
128, 48,  0.99879,  1.0,  0.45644,  0.0,  0.4902,  0.99608,  0.49804,  0.0,  0.84179,  0.13208, -0.30766,  0.0,  0.95148,  1.0,  0.70702,  0.01773,  0.70693,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
129, 48,  0.99879,  1.0,  0.45644,  0.0,  0.4902,  0.99608,  0.49804,  0.0,  0.84179,  0.13208, -0.30766,  0.0,  0.95148,  1.0,  0.70702,  0.01773,  0.70693,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
130, 49,  0.98346,  0.99911,  0.45769,  0.0,  0.4902,  0.99608,  0.49804,  0.0,  0.84179,  0.13281, -0.30717,  0.0,  0.95163,  1.0,  0.99661,  0.01794, -0.07993,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
131, 46,  0.8508,  0.99911,  0.1431,  0.0,  0.4902,  0.99608,  0.50588,  0.0,  0.82763,  0.13281,  0.39061,  0.0,  0.92053,  1.0,  0.99661,  0.01794, -0.07993,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
132, 49,  0.98346,  0.99911,  0.45769,  0.0,  0.4902,  0.99608,  0.49804,  0.0,  0.84179,  0.13281, -0.30717,  0.0,  0.95163,  1.0,  0.99661,  0.01794, -0.07993,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
133, 48,  0.99879,  1.0,  0.45644,  0.0,  0.4902,  0.99608,  0.49804,  0.0,  0.84179,  0.13208, -0.30766,  0.0,  0.95148,  1.0,  0.70702,  0.01773,  0.70693,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
134, 50,  0.85695,  0.99911,  0.85206,  0.0,  0.4902,  0.99608,  0.49412,  0.0,  0.85888,  0.13281, -0.92425,  0.0,  0.38173,  1.0,  0.0799,  0.01791,  0.99661,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
135, 50,  0.85695,  0.99911,  0.85206,  0.0,  0.4902,  0.99608,  0.49412,  0.0,  0.85888,  0.13281, -0.92425,  0.0,  0.38173,  1.0,  0.0799,  0.01791,  0.99661,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
136, 48,  0.99879,  1.0,  0.45644,  0.0,  0.4902,  0.99608,  0.49804,  0.0,  0.84179,  0.13208, -0.30766,  0.0,  0.95148,  1.0,  0.70702,  0.01773,  0.70693,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
137, 51,  0.86807,  1.0,  0.86326,  0.0,  0.4902,  0.99608,  0.4902,  0.0,  0.85888,  0.13208, -0.92413,  0.0,  0.38203,  1.0,  0.70702,  0.01773,  0.70693,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
138, 51,  0.86807,  1.0,  0.86326,  0.0,  0.4902,  0.99608,  0.4902,  0.0,  0.85888,  0.13208, -0.92413,  0.0,  0.38203,  1.0,  0.70702,  0.01773,  0.70693,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
139, 52,  0.53939,  1.0,  1.0,  0.0,  0.49804,  0.99608,  0.4902,  0.0,  0.87109,  0.13208, -0.92425,  0.0,  0.38173,  1.0,  0.0799,  0.01791,  0.99661,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
140, 50,  0.85695,  0.99911,  0.85206,  0.0,  0.4902,  0.99608,  0.49412,  0.0,  0.85888,  0.13281, -0.92425,  0.0,  0.38173,  1.0,  0.0799,  0.01791,  0.99661,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
141, 53,  0.53816,  0.99911,  0.98456,  0.0,  0.49804,  0.99608,  0.4902,  0.0,  0.87109,  0.13281, -0.92425,  0.0,  0.38173,  1.0,  0.0799,  0.01791,  0.99661,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
142, 50,  0.85695,  0.99911,  0.85206,  0.0,  0.4902,  0.99608,  0.49412,  0.0,  0.85888,  0.13281, -0.92425,  0.0,  0.38173,  1.0,  0.0799,  0.01791,  0.99661,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
143, 52,  0.53939,  1.0,  1.0,  0.0,  0.49804,  0.99608,  0.4902,  0.0,  0.87109,  0.13208, -0.92425,  0.0,  0.38173,  1.0,  0.0799,  0.01791,  0.99661,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
144, 56,  0.8546,  0.8446,  0.1438,  0.0,  0.18431,  0.71765,  0.81569,  0.0,  0.86572,  0.19715,  0.87658,  0.48057, -0.02423,  1.0, -0.00858,  0.21134, -0.97736,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
145, 55,  0.51174,  0.01685,  0.48544,  0.0,  0.49412,  0.99608,  0.50196,  0.0,  0.84912,  0.21302,  0.97479, -0.22001, -0.03699,  1.0, -0.02142, -0.47383, -0.88034,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
146, 54,  0.50434,  0.84878,  0.01248,  0.0,  0.4902,  0.73333,  0.93725,  0.0,  0.84912,  0.1908,  0.97046, -0.23655,  0.0473,  1.0, -0.01376,  0.48717, -0.87317,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
147, 57,  0.14005,  0.8536,  0.153,  0.0,  0.82745,  0.73725,  0.79216,  0.0,  0.83154,  0.19825,  0.8829, -0.46904,  0.02069,  1.0,  0.01074,  0.19633, -0.98047,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
148, 54,  0.50434,  0.84878,  0.01248,  0.0,  0.4902,  0.73333,  0.93725,  0.0,  0.84912,  0.1908,  0.97046, -0.23655,  0.0473,  1.0, -0.01376,  0.48717, -0.87317,  1.0, -0.97847,  0.0,  0.2064, -3522.49585,  0.0,  1.0,  0.0, -59.77035, -0.2064,  0.0, -0.97847, -627.95282
